ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
-1.009,-0.219,-0.107,-40.919,-14.123,-15.585,3
-0.981,-0.129,-0.085,-27.125,-9.088,-2.011,3
-1.065,-0.045,0.106,-16.684,-7.038,-7.192,3
-1.104,-0.128,0.202,-3.240,19.038,-15.447,3
-1.056,-0.181,0.152,-4.671,47.128,-16.069,3
-0.881,-0.214,-0.150,-30.443,64.895,-23.875,3
-0.853,-0.170,-0.125,-23.039,44.394,-10.300,3
-0.971,-0.028,0.072,-20.735,46.121,-11.337,3
-1.104,0.046,0.332,-15.671,59.644,-26.534,3
-1.099,-0.019,0.434,-10.538,94.603,-43.321,3
-1.013,-0.157,0.300,-27.300,150.854,-54.754,3
-0.863,-0.385,-0.183,-57.576,125.570,-33.097,3
-0.917,-0.040,-0.055,-32.573,98.775,-4.187,3
-1.034,0.195,0.204,-21.538,75.505,-16.587,3
-1.125,0.090,0.450,-25.763,86.403,-37.380,3
-1.104,-0.181,0.540,-29.220,120.571,-40.903,3
-1.015,-0.073,0.193,-30.617,141.863,-20.732,3
-0.921,0.086,0.011,-39.382,129.670,-26.811,3
-0.889,0.040,0.139,-31.700,98.775,-37.276,3
-0.920,-0.075,0.455,-24.052,88.705,-33.581,3
-0.946,-0.033,0.560,-5.894,94.855,-18.107,3
-0.931,0.062,0.506,4.128,108.090,-10.922,3
-0.845,0.021,0.342,25.220,109.098,-15.412,3
-0.802,0.062,0.321,28.049,90.575,-12.718,3
-0.794,-0.020,0.453,10.833,69.499,-17.209,3
