ACC-X,ACC-Y,ACC-Z,GYRO-X,GYRO-Y,GYRO-Z,TEST
0.049,0.027,0.975,0.217,4.004,2.099,2
0.047,0.051,0.983,1.998,1.990,2.099,2
0.079,0.023,0.987,-7.046,0.263,0.752,2
0.095,0.047,0.987,-17.313,1.127,4.932,2
0.076,0.076,1.010,-16.370,4.651,3.343,2
0.064,0.076,0.989,-9.106,8.752,-0.387,2
0.055,0.057,0.996,-6.138,5.047,-0.491,2
0.057,0.088,0.998,-4.776,4.256,0.649,2
0.058,0.069,0.996,0.567,1.666,-1.389,2
0.066,0.070,0.991,4.513,1.091,-1.631,2
0.073,0.052,0.989,7.725,4.040,-2.218,2
0.086,0.038,0.985,4.373,2.853,-2.736,2
0.080,0.060,0.982,-4.462,3.968,0.580,2
0.064,0.067,0.942,-2.716,1.666,0.200,2
0.060,0.079,1.026,1.230,-1.175,3.067,2
0.107,-0.012,1.525,4.617,51.983,-4.394,3
0.114,0.118,1.796,-8.687,105.249,-10.266,3
0.153,0.028,1.938,-3.414,150.926,-20.593,3
0.231,-0.055,2.307,7.621,211.889,-17.105,3
0.096,-0.059,2.473,13.243,330.362,-4.187,3
-0.014,0.112,2.504,11.113,436.679,27.659,3
-0.248,0.269,2.370,37.792,547.779,5.415,3
-0.417,-0.002,1.426,60.839,637.479,17.194,3
-0.386,0.324,0.219,58.709,629.386,45.482,3
-0.204,0.484,-0.463,58.674,513.395,5.035,3
0.022,-0.064,-0.127,91.464,454.086,-9.679,3
-0.009,-0.159,-1.148,27.385,459.014,40.197,3
0.158,-0.155,-1.676,61.083,219.694,23.998,3
0.552,-0.193,-0.678,39.328,56.731,37.711,3
0.730,0.306,-0.071,24.208,57.846,43.721,3
0.852,0.126,-0.161,8.528,70.973,9.698,3
0.880,0.119,-0.143,11.671,69.175,15.881,3
0.885,0.045,-0.306,-14.240,65.722,-0.836,3
0.964,0.018,-0.093,-3.484,38.100,11.253,3
0.979,0.156,-0.046,6.154,44.070,11.840,3
0.942,0.140,-0.200,12.439,36.805,1.029,3
0.998,0.131,-0.087,14.360,10.118,-6.190,3
0.956,0.110,-0.030,29.131,13.643,-14.411,3
0.950,-0.049,-0.055,7.062,13.427,-13.755,3
0.996,0.039,-0.093,15.163,6.665,-2.114,3
1.003,0.041,-0.117,9.087,-3.801,-1.596,3
0.986,0.118,-0.060,11.846,-20.993,-0.733,3
0.987,0.074,0.039,17.852,-12.576,-17.968,3
1.008,-0.083,0.006,-10.957,-3.045,-10.093,3
1.006,0.056,-0.036,-1.075,-4.520,1.167,3
1.005,0.064,-0.031,4.862,-9.124,-3.772,3
1.026,0.070,0.057,21.693,-12.936,-4.601,3
0.997,0.001,0.012,16.595,-2.902,-15.136,3
1.009,-0.099,0.004,0.811,2.026,-4.463,3
0.990,0.060,-0.067,-1.424,-2.686,5.933,3
0.991,0.058,-0.051,-2.471,-9.915,0.165,3
0.985,0.093,-0.050,4.757,-14.051,-1.147,3
1.008,-0.039,0.128,2.278,-17.648,-12.166,3
1.010,-0.016,0.009,7.551,4.795,0.062,3
1.007,0.047,0.025,7.935,1.091,-3.289,3
0.990,0.006,-0.063,-2.297,-0.600,-2.667,3
0.996,0.094,-0.011,9.157,-5.995,-1.631,3
0.995,-0.056,0.031,2.941,-8.548,-8.194,3
0.999,-0.007,-0.000,0.567,4.256,5.139,3
1.000,0.074,-0.005,1.230,-3.009,-2.771,3
0.990,0.011,-0.035,1.894,-0.708,-5.119,3
0.986,-0.002,-0.037,4.548,-7.793,-4.049,3
1.020,-0.020,0.142,-5.963,-7.541,0.131,3
1.009,0.051,-0.029,-2.716,1.558,1.236,3
1.007,0.016,0.013,-2.192,-4.484,-1.182,3
0.979,0.019,-0.039,0.287,-1.859,-0.077,3
0.985,0.003,0.006,0.392,-7.541,-4.670,3
0.997,-0.086,0.026,-13.890,-6.282,5.105,3
1.006,0.107,0.042,-1.319,-2.794,4.897,3
0.982,0.029,-0.015,4.024,-1.139,-3.531,3
0.983,0.025,-0.014,5.281,-4.556,-2.563,3
0.998,-0.014,0.039,-0.551,-7.793,-4.118,3
0.998,0.014,0.028,7.306,-1.823,-1.320,3
1.010,0.003,0.080,11.147,-0.851,-5.983,3
0.990,-0.010,-0.090,1.649,2.997,-3.496,3
0.992,0.009,-0.014,-4.497,-9.483,1.374,3
1.001,0.019,0.029,-6.417,-11.282,1.996,3
0.996,0.020,0.019,-1.703,-9.232,0.476,3
1.009,-0.019,0.093,-4.008,-7.469,-1.113,3
1.007,0.020,0.042,2.906,2.134,-1.942,3
1.009,0.046,0.055,18.655,3.500,-5.568,3
0.981,-0.056,-0.041,2.976,1.630,-8.055,3
0.990,-0.001,0.027,-0.691,-8.548,3.343,3
0.989,0.024,0.027,-7.814,-5.959,0.511,3
0.978,0.019,-0.003,-5.335,-10.095,1.029,3
0.986,-0.004,0.050,-3.798,-9.196,-2.253,3
0.986,0.017,-0.002,5.525,-7.218,-2.391,3
1.005,-0.014,0.055,7.586,-10.023,-3.427,3
1.011,-0.015,0.084,-8.094,-13.332,1.754,3
1.011,0.018,0.097,-5.475,-3.261,1.305,3
1.008,0.007,0.070,-1.564,-3.765,-3.323,3
1.000,0.001,0.074,6.014,1.810,-2.253,3
